Date,Label,1,2,3,4,5,6,7,8,9,10,top1,top2,top3,top4,top5,top6,top7,top8
2019-05-31,1,[2.4099120000000767],[-11.06005899999991],[0.15002400000003036],[],[-13.890014000000065],[0.2700199999999313],[4.670043999999962],[1.1400149999999485],[-5.65002400000003],[-6.169922000000042],,,,,,,,
2019-06-03,0,[2.339966000000004],[2.4099120000000767],[-11.06005899999991],[0.15002400000003036],[],[-13.890014000000065],[0.2700199999999313],[4.670043999999962],[1.1400149999999485],[-5.65002400000003],,,,,,,,
2019-06-04,1,[-29.27001999999993],[2.339966000000004],[2.4099120000000767],[-11.06005899999991],[0.15002400000003036],[],[-13.890014000000065],[0.2700199999999313],[4.670043999999962],[1.1400149999999485],why does google know everything you’ve bought on amazon for the past six years?,,,,,,,
2019-06-05,0,[10.150024999999914],[-29.27001999999993],[2.339966000000004],[2.4099120000000767],[-11.06005899999991],[0.15002400000003036],[],[-13.890014000000065],[0.2700199999999313],[4.670043999999962],,,,,,,,
2019-06-06,0,[-9.320067999999992],[10.150024999999914],[-29.27001999999993],[2.339966000000004],[2.4099120000000767],[-11.06005899999991],[0.15002400000003036],[],[-13.890014000000065],[0.2700199999999313],google to buy data analytics company despite new antitrust scrutiny,,,,,,,
2019-06-07,1,[-0.6500240000000304],[-9.320067999999992],[10.150024999999914],[-29.27001999999993],[2.339966000000004],[2.4099120000000767],[-11.06005899999991],[0.15002400000003036],[],[-13.890014000000065],,,,,,,,
2019-06-10,1,[15.410033999999996],[-0.6500240000000304],[-9.320067999999992],[10.150024999999914],[-29.27001999999993],[2.339966000000004],[2.4099120000000767],[-11.06005899999991],[0.15002400000003036],[],,,,,,,,
2019-06-11,0,[7.400024999999914],[15.410033999999996],[-0.6500240000000304],[-9.320067999999992],[10.150024999999914],[-29.27001999999993],[2.339966000000004],[2.4099120000000767],[-11.06005899999991],[0.15002400000003036],,,,,,,,
2019-06-12,0,[-15.260009000000082],[7.400024999999914],[15.410033999999996],[-0.6500240000000304],[-9.320067999999992],[10.150024999999914],[-29.27001999999993],[2.339966000000004],[2.4099120000000767],[-11.06005899999991],"‘oversharing’ on google calendar, and making sure readers come back for more",,,,,,,
2019-06-13,1,[-0.9699709999999868],[-15.260009000000082],[7.400024999999914],[15.410033999999996],[-0.6500240000000304],[-9.320067999999992],[10.150024999999914],[-29.27001999999993],[2.339966000000004],[2.4099120000000767],,,,,,,,
2019-06-14,0,[5.130004999999983],[-0.9699709999999868],[-15.260009000000082],[7.400024999999914],[15.410033999999996],[-0.6500240000000304],[-9.320067999999992],[10.150024999999914],[-29.27001999999993],[2.339966000000004],,,,,,,,
2019-06-17,1,[-1.070067999999992],[5.130004999999983],[-0.9699709999999868],[-15.260009000000082],[7.400024999999914],[15.410033999999996],[-0.6500240000000304],[-9.320067999999992],[10.150024999999914],[-29.27001999999993],,,,,,,,
2019-06-18,0,[6.219970999999987],[-1.070067999999992],[5.130004999999983],[-0.9699709999999868],[-15.260009000000082],[7.400024999999914],[15.410033999999996],[-0.6500240000000304],[-9.320067999999992],[10.150024999999914],google pledges to invest $1 billion to ease bay area housing crisis,,,,,,,
2019-06-19,0,[-6.08996500000012],[6.219970999999987],[-1.070067999999992],[5.130004999999983],[-0.9699709999999868],[-15.260009000000082],[7.400024999999914],[15.410033999999996],[-0.6500240000000304],[-9.320067999999992],,,,,,,,
2019-06-20,0,[-3.2700199999999313],[-6.08996500000012],[6.219970999999987],[-1.070067999999992],[5.130004999999983],[-0.9699709999999868],[-15.260009000000082],[7.400024999999914],[15.410033999999996],[-0.6500240000000304],,,,,,,,
2019-06-21,1,[-8.569946000000073],[-3.2700199999999313],[-6.08996500000012],[6.219970999999987],[-1.070067999999992],[5.130004999999983],[-0.9699709999999868],[-15.260009000000082],[7.400024999999914],[15.410033999999996],,,,,,,,
2019-06-24,0,[12.640014999999948],[-8.569946000000073],[-3.2700199999999313],[-6.08996500000012],[6.219970999999987],[-1.070067999999992],[5.130004999999983],[-0.9699709999999868],[-15.260009000000082],[7.400024999999914],,,,,,,,
2019-06-25,0,[-4.08996500000012],[12.640014999999948],[-8.569946000000073],[-3.2700199999999313],[-6.08996500000012],[6.219970999999987],[-1.070067999999992],[5.130004999999983],[-0.9699709999999868],[-15.260009000000082],,,,,,,,
2019-06-26,0,[-26.310058000000026],[-4.08996500000012],[12.640014999999948],[-8.569946000000073],[-3.2700199999999313],[-6.08996500000012],[6.219970999999987],[-1.070067999999992],[5.130004999999983],[-0.9699709999999868],google and the university of chicago are sued over data sharing,,,,,,,
2019-06-27,0,[-6.6999510000000555],[-26.310058000000026],[-4.08996500000012],[12.640014999999948],[-8.569946000000073],[-3.2700199999999313],[-6.08996500000012],[6.219970999999987],[-1.070067999999992],[5.130004999999983],,,,,,,,
2019-06-28,1,[-7.989990000000034],[-6.6999510000000555],[-26.310058000000026],[-4.08996500000012],[12.640014999999948],[-8.569946000000073],[-3.2700199999999313],[-6.08996500000012],[6.219970999999987],[-1.070067999999992],,,,,,,,
2019-07-01,0,[4.5200190000000475],[-7.989990000000034],[-6.6999510000000555],[-26.310058000000026],[-4.08996500000012],[12.640014999999948],[-8.569946000000073],[-3.2700199999999313],[-6.08996500000012],[6.219970999999987],,,,,,,,
2019-07-02,1,[-0.0500489999999445],[4.5200190000000475],[-7.989990000000034],[-6.6999510000000555],[-26.310058000000026],[-4.08996500000012],[12.640014999999948],[-8.569946000000073],[-3.2700199999999313],[-6.08996500000012],,,,,,,,
2019-07-03,1,[9.010009999999966],[-0.0500489999999445],[4.5200190000000475],[-7.989990000000034],[-6.6999510000000555],[-26.310058000000026],[-4.08996500000012],[12.640014999999948],[-8.569946000000073],[-3.2700199999999313],,,,,,,,
2019-07-05,1,[],[4.169922000000042],[9.010009999999966],[-0.0500489999999445],[4.5200190000000475],[-7.989990000000034],[-6.6999510000000555],[-26.310058000000026],[-4.08996500000012],[12.640014999999948],,,,,,,,
2019-07-08,0,[13.78991700000006],[],[4.169922000000042],[9.010009999999966],[-0.0500489999999445],[4.5200190000000475],[-7.989990000000034],[-6.6999510000000555],[-26.310058000000026],[-4.08996500000012],,,,,,,,
2019-07-09,1,[-8.820067999999992],[13.78991700000006],[],[4.169922000000042],[9.010009999999966],[-0.0500489999999445],[4.5200190000000475],[-7.989990000000034],[-6.6999510000000555],[-26.310058000000026],,,,,,,,
2019-07-10,1,[13.029907000000094],[-8.820067999999992],[13.78991700000006],[],[4.169922000000042],[9.010009999999966],[-0.0500489999999445],[4.5200190000000475],[-7.989990000000034],[-6.6999510000000555],"google’s 4,000-word privacy policy is a secret history of the internet",,,,,,,
2019-07-11,1,[9.260009000000082],[13.029907000000094],[-8.820067999999992],[13.78991700000006],[],[4.169922000000042],[9.010009999999966],[-0.0500489999999445],[4.5200190000000475],[-7.989990000000034],,,,,,,,
2019-07-12,1,[0.9599610000000212],[9.260009000000082],[13.029907000000094],[-8.820067999999992],[13.78991700000006],[],[4.169922000000042],[9.010009999999966],[-0.0500489999999445],[4.5200190000000475],"rene favaloro, a pioneering surgeon, is honored in today’s google doodle",,,,,,,
2019-07-15,1,[0.910033999999996],[0.9599610000000212],[9.260009000000082],[13.029907000000094],[-8.820067999999992],[13.78991700000006],[],[4.169922000000042],[9.010009999999966],[-0.0500489999999445],a feisty google adversary tests how much people care about privacy,,,,,,,
2019-07-16,1,[3.4799809999999525],[0.910033999999996],[0.9599610000000212],[9.260009000000082],[13.029907000000094],[-8.820067999999992],[13.78991700000006],[],[4.169922000000042],[9.010009999999966],"tech hearings: congress unites to take aim at amazon, apple, facebook and google",,,,,,,
2019-07-17,0,[7.579956000000038],[3.4799809999999525],[0.910033999999996],[0.9599610000000212],[9.260009000000082],[13.029907000000094],[-8.820067999999992],[13.78991700000006],[],[4.169922000000042],google glass may have an afterlife as a device to teach autistic children,facebook and google trackers are showing up on porn sites,,,,,,
2019-07-18,1,[-4.619995000000017],[7.579956000000038],[3.4799809999999525],[0.910033999999996],[0.9599610000000212],[9.260009000000082],[13.029907000000094],[-8.820067999999992],[13.78991700000006],[],,,,,,,,
2019-07-19,0,[4.589966000000004],[-4.619995000000017],[7.579956000000038],[3.4799809999999525],[0.910033999999996],[0.9599610000000212],[9.260009000000082],[13.029907000000094],[-8.820067999999992],[13.78991700000006],,,,,,,,
2019-07-22,1,[-18.08996500000012],[4.589966000000004],[-4.619995000000017],[7.579956000000038],[3.4799809999999525],[0.910033999999996],[0.9599610000000212],[9.260009000000082],[13.029907000000094],[-8.820067999999992],,,,,,,,
2019-07-23,1,[4.619995000000017],[-18.08996500000012],[4.589966000000004],[-4.619995000000017],[7.579956000000038],[3.4799809999999525],[0.910033999999996],[0.9599610000000212],[9.260009000000082],[13.029907000000094],,,,,,,,
2019-07-24,1,[2.209961000000021],[4.619995000000017],[-18.08996500000012],[4.589966000000004],[-4.619995000000017],[7.579956000000038],[3.4799809999999525],[0.910033999999996],[0.9599610000000212],[9.260009000000082],,,,,,,,
2019-07-25,0,[5.91003499999988],[2.209961000000021],[4.619995000000017],[-18.08996500000012],[4.589966000000004],[-4.619995000000017],[7.579956000000038],[3.4799809999999525],[0.910033999999996],[0.9599610000000212],"tulsi gabbard, democratic presidential candidate, sues google for $50 million",,,,,,,
2019-07-26,1,[-5.6999510000000555],[5.91003499999988],[2.209961000000021],[4.619995000000017],[-18.08996500000012],[4.589966000000004],[-4.619995000000017],[7.579956000000038],[3.4799809999999525],[0.910033999999996],,,,,,,,
2019-07-29,0,[26.369995000000017],[-5.6999510000000555],[5.91003499999988],[2.209961000000021],[4.619995000000017],[-18.08996500000012],[4.589966000000004],[-4.619995000000017],[7.579956000000038],[3.4799809999999525],,,,,,,,
2019-07-30,0,[-1.6400149999999485],[26.369995000000017],[-5.6999510000000555],[5.91003499999988],[2.209961000000021],[4.619995000000017],[-18.08996500000012],[4.589966000000004],[-4.619995000000017],[7.579956000000038],,,,,,,,
2019-07-31,0,[-0.2700190000000475],[-1.6400149999999485],[26.369995000000017],[-5.6999510000000555],[5.91003499999988],[2.209961000000021],[4.619995000000017],[-18.08996500000012],[4.589966000000004],[-4.619995000000017],,,,,,,,
2019-08-01,0,[-6.319946000000073],[-0.2700190000000475],[-1.6400149999999485],[26.369995000000017],[-5.6999510000000555],[5.91003499999988],[2.209961000000021],[4.619995000000017],[-18.08996500000012],[4.589966000000004],,,,,,,,
2019-08-02,0,[-5.0200190000000475],[-6.319946000000073],[-0.2700190000000475],[-1.6400149999999485],[26.369995000000017],[-5.6999510000000555],[5.91003499999988],[2.209961000000021],[4.619995000000017],[-18.08996500000012],"good for google, bad for america",dealbook briefing: peter thiel accuses google of arming china (again),,,,,,
2019-08-05,0,[-6.75],[-5.0200190000000475],[-6.319946000000073],[-0.2700190000000475],[-1.6400149999999485],[26.369995000000017],[-5.6999510000000555],[5.91003499999988],[2.209961000000021],[4.619995000000017],senators urge google to give temporary workers full-time status,,,,,,,
2019-08-06,1,[-17.720092999999906],[-6.75],[-5.0200190000000475],[-6.319946000000073],[-0.2700190000000475],[-1.6400149999999485],[26.369995000000017],[-5.6999510000000555],[5.91003499999988],[2.209961000000021],,,,,,,,
2019-08-07,1,[6.639892000000145],[-17.720092999999906],[-6.75],[-5.0200190000000475],[-6.319946000000073],[-0.2700190000000475],[-1.6400149999999485],[26.369995000000017],[-5.6999510000000555],[5.91003499999988],,,,,,,,
2019-08-08,1,[17.989990000000034],[6.639892000000145],[-17.720092999999906],[-6.75],[-5.0200190000000475],[-6.319946000000073],[-0.2700190000000475],[-1.6400149999999485],[26.369995000000017],[-5.6999510000000555],,,,,,,,
2019-08-09,0,[21.970092999999906],[17.989990000000034],[6.639892000000145],[-17.720092999999906],[-6.75],[-5.0200190000000475],[-6.319946000000073],[-0.2700190000000475],[-1.6400149999999485],[26.369995000000017],,,,,,,,
2019-08-12,0,[-9.979980000000069],[21.970092999999906],[17.989990000000034],[6.639892000000145],[-17.720092999999906],[-6.75],[-5.0200190000000475],[-6.319946000000073],[-0.2700190000000475],[-1.6400149999999485],,,,,,,,
2019-08-13,1,[-4.5],[-9.979980000000069],[21.970092999999906],[17.989990000000034],[6.639892000000145],[-17.720092999999906],[-6.75],[-5.0200190000000475],[-6.319946000000073],[-0.2700190000000475],,,,,,,,
2019-08-14,0,[25.81005899999991],[-4.5],[-9.979980000000069],[21.970092999999906],[17.989990000000034],[6.639892000000145],[-17.720092999999906],[-6.75],[-5.0200190000000475],[-6.319946000000073],,,,,,,,
2019-08-15,1,[-12.020019999999931],[25.81005899999991],[-4.5],[-9.979980000000069],[21.970092999999906],[17.989990000000034],[6.639892000000145],[-17.720092999999906],[-6.75],[-5.0200190000000475],,,,,,,,
2019-08-16,0,[3.7600099999999657],[-12.020019999999931],[25.81005899999991],[-4.5],[-9.979980000000069],[21.970092999999906],[17.989990000000034],[6.639892000000145],[-17.720092999999906],[-6.75],,,,,,,,
2019-08-19,1,[-1.9500729999999749],[3.7600099999999657],[-12.020019999999931],[25.81005899999991],[-4.5],[-9.979980000000069],[21.970092999999906],[17.989990000000034],[6.639892000000145],[-17.720092999999906],fact-checking trump’s claim that google ‘manipulated’ millions of votes for clinton,,,,,,,
2019-08-20,0,[8.359985000000052],[-1.9500729999999749],[3.7600099999999657],[-12.020019999999931],[25.81005899999991],[-4.5],[-9.979980000000069],[21.970092999999906],[17.989990000000034],[6.639892000000145],,,,,,,,
2019-08-21,0,[-12.56005899999991],[8.359985000000052],[-1.9500729999999749],[3.7600099999999657],[-12.020019999999931],[25.81005899999991],[-4.5],[-9.979980000000069],[21.970092999999906],[17.989990000000034],6 google tricks that will turn you into an internet detective,,,,,,,
2019-08-22,0,[-1.9000240000000304],[-12.56005899999991],[8.359985000000052],[-1.9500729999999749],[3.7600099999999657],[-12.020019999999931],[25.81005899999991],[-4.5],[-9.979980000000069],[21.970092999999906],"in the trump era, a family’s fight with google and facebook over disinformation",how a conservative news site thrived on facebook and google,,,,,,
2019-08-23,0,[-4.5399170000000595],[-1.9000240000000304],[-12.56005899999991],[8.359985000000052],[-1.9500729999999749],[3.7600099999999657],[-12.020019999999931],[25.81005899999991],[-4.5],[-9.979980000000069],google tries to corral its staff after ugly internal debates,,,,,,,
2019-08-26,1,[-30.699951000000056],[-4.5399170000000595],[-1.9000240000000304],[-12.56005899999991],[8.359985000000052],[-1.9500729999999749],[3.7600099999999657],[-12.020019999999931],[25.81005899999991],[-4.5],,,,,,,,
2019-08-27,0,[11.630004999999983],[-30.699951000000056],[-4.5399170000000595],[-1.9000240000000304],[-12.56005899999991],[8.359985000000052],[-1.9500729999999749],[3.7600099999999657],[-12.020019999999931],[25.81005899999991],former star google and uber engineer charged with theft of trade secrets,,,,,,,
2019-08-28,1,[-12.69006300000001],[11.630004999999983],[-30.699951000000056],[-4.5399170000000595],[-1.9000240000000304],[-12.56005899999991],[8.359985000000052],[-1.9500729999999749],[3.7600099999999657],[-12.020019999999931],,,,,,,,
2019-08-29,1,[9.31005899999991],[-12.69006300000001],[11.630004999999983],[-30.699951000000056],[-4.5399170000000595],[-1.9000240000000304],[-12.56005899999991],[8.359985000000052],[-1.9500729999999749],[3.7600099999999657],,,,,,,,
2019-08-30,0,[11.729980999999952],[9.31005899999991],[-12.69006300000001],[11.630004999999983],[-30.699951000000056],[-4.5399170000000595],[-1.9000240000000304],[-12.56005899999991],[8.359985000000052],[-1.9500729999999749],,,,,,,,
2019-09-03,0,[],[-10.40002400000003],[11.729980999999952],[9.31005899999991],[-12.69006300000001],[11.630004999999983],[-30.699951000000056],[-4.5399170000000595],[-1.9000240000000304],[-12.56005899999991],,,,,,,,
2019-09-04,1,[-8.640014000000065],[],[-10.40002400000003],[11.729980999999952],[9.31005899999991],[-12.69006300000001],[11.630004999999983],[-30.699951000000056],[-4.5399170000000595],[-1.9000240000000304],google is fined $170 million for violating children’s privacy on youtube,,,,,,,
2019-09-05,1,[4.700072999999975],[-8.640014000000065],[],[-10.40002400000003],[11.729980999999952],[9.31005899999991],[-12.69006300000001],[11.630004999999983],[-30.699951000000056],[-4.5399170000000595],"the work diary of parisa tabriz, google’s ‘security princess’",,,,,,,
2019-09-06,0,[19.84997599999997],[4.700072999999975],[-8.640014000000065],[],[-10.40002400000003],[11.729980999999952],[9.31005899999991],[-12.69006300000001],[11.630004999999983],[-30.699951000000056],new google and facebook inquiries show big tech scrutiny is rare bipartisan act,"16 ways facebook, google, apple and amazon are in government cross hairs",,,,,,
2019-09-09,1,[-3.1999510000000555],[19.84997599999997],[4.700072999999975],[-8.640014000000065],[],[-10.40002400000003],[11.729980999999952],[9.31005899999991],[-12.69006300000001],[11.630004999999983],"taliban, google, n.f.l.: your monday briefing",google antitrust investigation outlined by state attorneys general,,,,,,
2019-09-10,1,[0.410033999999996],[-3.1999510000000555],[19.84997599999997],[4.700072999999975],[-8.640014000000065],[],[-10.40002400000003],[11.729980999999952],[9.31005899999991],[-12.69006300000001],lesson of the day: ‘6 google tricks that will turn you into an internet detective’,,,,,,,
2019-09-11,1,[10.84997599999997],[0.410033999999996],[-3.1999510000000555],[19.84997599999997],[4.700072999999975],[-8.640014000000065],[],[-10.40002400000003],[11.729980999999952],[9.31005899999991],,,,,,,,
2019-09-12,1,[16.760009999999966],[10.84997599999997],[0.410033999999996],[-3.1999510000000555],[19.84997599999997],[4.700072999999975],[-8.640014000000065],[],[-10.40002400000003],[11.729980999999952],google says a change in its algorithm will highlight ‘original reporting’,google settles with u.s. over workers’ complaints it stifled dissent,,,,,,
2019-09-13,1,[9.949951000000056],[16.760009999999966],[10.84997599999997],[0.410033999999996],[-3.1999510000000555],[19.84997599999997],[4.700072999999975],[-8.640014000000065],[],[-10.40002400000003],,,,,,,,
2019-09-16,1,[8.21008299999994],[9.949951000000056],[16.760009999999966],[10.84997599999997],[0.410033999999996],[-3.1999510000000555],[19.84997599999997],[4.700072999999975],[-8.640014000000065],[],,,,,,,,
2019-09-17,0,[1.7800290000000132],[8.21008299999994],[9.949951000000056],[16.760009999999966],[10.84997599999997],[0.410033999999996],[-3.1999510000000555],[19.84997599999997],[4.700072999999975],[-8.640014000000065],,,,,,,,
2019-09-18,1,[-1.25],[1.7800290000000132],[8.21008299999994],[9.949951000000056],[16.760009999999966],[10.84997599999997],[0.410033999999996],[-3.1999510000000555],[19.84997599999997],[4.700072999999975],,,,,,,,
2019-09-19,1,[4.90002400000003],[-1.25],[1.7800290000000132],[8.21008299999994],[9.949951000000056],[16.760009999999966],[10.84997599999997],[0.410033999999996],[-3.1999510000000555],[19.84997599999997],,,,,,,,
2019-09-20,0,[6.649902000000111],[4.90002400000003],[-1.25],[1.7800290000000132],[8.21008299999994],[9.949951000000056],[16.760009999999966],[10.84997599999997],[0.410033999999996],[-3.1999510000000555],,,,,,,,
2019-09-23,1,[-3.18994100000009],[6.649902000000111],[4.90002400000003],[-1.25],[1.7800290000000132],[8.21008299999994],[9.949951000000056],[16.760009999999966],[10.84997599999997],[0.410033999999996],,,,,,,,
2019-09-24,0,[8.030029000000013],[-3.18994100000009],[6.649902000000111],[4.90002400000003],[-1.25],[1.7800290000000132],[8.21008299999994],[9.949951000000056],[16.760009999999966],[10.84997599999997],,,,,,,,
2019-09-25,1,[-21.239990000000034],[8.030029000000013],[-3.18994100000009],[6.649902000000111],[4.90002400000003],[-1.25],[1.7800290000000132],[8.21008299999994],[9.949951000000056],[16.760009999999966],,,,,,,,
2019-09-26,0,[30.70007399999986],[-21.239990000000034],[8.030029000000013],[-3.18994100000009],[6.649902000000111],[4.90002400000003],[-1.25],[1.7800290000000132],[8.21008299999994],[9.949951000000056],,,,,,,,
2019-09-27,0,[-0.5699460000000727],[30.70007399999986],[-21.239990000000034],[8.030029000000013],[-3.18994100000009],[6.649902000000111],[4.90002400000003],[-1.25],[1.7800290000000132],[8.21008299999994],,,,,,,,
2019-09-30,0,[-17.92004399999996],[-0.5699460000000727],[30.70007399999986],[-21.239990000000034],[8.030029000000013],[-3.18994100000009],[6.649902000000111],[4.90002400000003],[-1.25],[1.7800290000000132],,,,,,,,
2019-10-01,0,[-1.9699709999999868],[-17.92004399999996],[-0.5699460000000727],[30.70007399999986],[-21.239990000000034],[8.030029000000013],[-3.18994100000009],[6.649902000000111],[4.90002400000003],[-1.25],,,,,,,,
2019-10-02,0,[-13.90002400000003],[-1.9699709999999868],[-17.92004399999996],[-0.5699460000000727],[30.70007399999986],[-21.239990000000034],[8.030029000000013],[-3.18994100000009],[6.649902000000111],[4.90002400000003],how to set your google data to self-destruct,,,,,,,
2019-10-03,1,[-20.349975000000086],[-13.90002400000003],[-1.9699709999999868],[-17.92004399999996],[-0.5699460000000727],[30.70007399999986],[-21.239990000000034],[8.030029000000013],[-3.18994100000009],[6.649902000000111],,,,,,,,
2019-10-04,1,[7.829956000000038],[-20.349975000000086],[-13.90002400000003],[-1.9699709999999868],[-17.92004399999996],[-0.5699460000000727],[30.70007399999986],[-21.239990000000034],[8.030029000000013],[-3.18994100000009],atlanta asks google whether it targeted black homeless people,,,,,,,
2019-10-07,1,[17.10998500000005],[7.829956000000038],[-20.349975000000086],[-13.90002400000003],[-1.9699709999999868],[-17.92004399999996],[-0.5699460000000727],[30.70007399999986],[-21.239990000000034],[8.030029000000013],,,,,,,,
2019-10-08,0,[3.280029999999897],[17.10998500000005],[7.829956000000038],[-20.349975000000086],[-13.90002400000003],[-1.9699709999999868],[-17.92004399999996],[-0.5699460000000727],[30.70007399999986],[-21.239990000000034],,,,,,,,
2019-10-09,1,[-8.459961000000021],[3.280029999999897],[17.10998500000005],[7.829956000000038],[-20.349975000000086],[-13.90002400000003],[-1.9699709999999868],[-17.92004399999996],[-0.5699460000000727],[30.70007399999986],,,,,,,,
2019-10-10,1,[2.9600829999999405],[-8.459961000000021],[3.280029999999897],[17.10998500000005],[7.829956000000038],[-20.349975000000086],[-13.90002400000003],[-1.9699709999999868],[-17.92004399999996],[-0.5699460000000727],the radical guidebook embraced by google workers and uber drivers,,,,,,,
2019-10-11,0,[10.090087999999923],[2.9600829999999405],[-8.459961000000021],[3.280029999999897],[17.10998500000005],[7.829956000000038],[-20.349975000000086],[-13.90002400000003],[-1.9699709999999868],[-17.92004399999996],,,,,,,,
2019-10-14,1,[-6.760009999999966],[10.090087999999923],[2.9600829999999405],[-8.459961000000021],[3.280029999999897],[17.10998500000005],[7.829956000000038],[-20.349975000000086],[-13.90002400000003],[-1.9699709999999868],,,,,,,,
2019-10-15,1,[4.8000489999999445],[-6.760009999999966],[10.090087999999923],[2.9600829999999405],[-8.459961000000021],[3.280029999999897],[17.10998500000005],[7.829956000000038],[-20.349975000000086],[-13.90002400000003],,,,,,,,
2019-10-16,1,[22.609985999999935],[4.8000489999999445],[-6.760009999999966],[10.090087999999923],[2.9600829999999405],[-8.459961000000021],[3.280029999999897],[17.10998500000005],[7.829956000000038],[-20.349975000000086],,,,,,,,
2019-10-17,1,[2.469970999999987],[22.609985999999935],[4.8000489999999445],[-6.760009999999966],[10.090087999999923],[2.9600829999999405],[-8.459961000000021],[3.280029999999897],[17.10998500000005],[7.829956000000038],,,,,,,,
2019-10-18,0,[2.1398920000001453],[2.469970999999987],[22.609985999999935],[4.8000489999999445],[-6.760009999999966],[10.090087999999923],[2.9600829999999405],[-8.459961000000021],[3.280029999999897],[17.10998500000005],,,,,,,,
2019-10-21,0,[-7.969970999999987],[2.1398920000001453],[2.469970999999987],[22.609985999999935],[4.8000489999999445],[-6.760009999999966],[10.090087999999923],[2.9600829999999405],[-8.459961000000021],[3.280029999999897],pixel 4 review: google needs to do more to stand out,,,,,,,
2019-10-22,0,[-6.109985999999935],[-7.969970999999987],[2.1398920000001453],[2.469970999999987],[22.609985999999935],[4.8000489999999445],[-6.760009999999966],[10.090087999999923],[2.9600829999999405],[-8.459961000000021],,,,,,,,
2019-10-23,1,[-5.049927000000025],[-6.109985999999935],[-7.969970999999987],[2.1398920000001453],[2.469970999999987],[22.609985999999935],[4.8000489999999445],[-6.760009999999966],[10.090087999999923],[2.9600829999999405],google claims a quantum breakthrough that could change computing,"google, mark zuckerberg, world series: your wednesday briefing","turkey, google, brexit: your thursday briefing","syria, google, california: your wednesday evening briefing",,,,
2019-10-24,1,[16.77001999999993],[-5.049927000000025],[-6.109985999999935],[-7.969970999999987],[2.1398920000001453],[2.469970999999987],[22.609985999999935],[4.8000489999999445],[-6.760009999999966],[10.090087999999923],"turkey, google, brexit: your thursday briefing",,,,,,,
2019-10-25,1,[0.08996600000000399],[16.77001999999993],[-5.049927000000025],[-6.109985999999935],[-7.969970999999987],[2.1398920000001453],[2.469970999999987],[22.609985999999935],[4.8000489999999445],[-6.760009999999966],"this week’s news quiz: google, chile, blue origin",the week in tech: google’s quantum leap,,,,,,
2019-10-28,1,[14.09997599999997],[0.08996600000000399],[16.77001999999993],[-5.049927000000025],[-6.109985999999935],[-7.969970999999987],[2.1398920000001453],[2.469970999999987],[22.609985999999935],[4.8000489999999445],"google, in rare stumble, posts 23% decline in profit",,,,,,,
2019-10-29,0,[14.550048999999944],[14.09997599999997],[0.08996600000000399],[16.77001999999993],[-5.049927000000025],[-6.109985999999935],[-7.969970999999987],[2.1398920000001453],[2.469970999999987],[22.609985999999935],"google misled consumers over location tracking, australia says","weekly news quiz for students: raid in syria, california fires, google",,,,,,
2019-10-30,1,[-13.609985000000052],[14.550048999999944],[14.09997599999997],[0.08996600000000399],[16.77001999999993],[-5.049927000000025],[-6.109985999999935],[-7.969970999999987],[2.1398920000001453],[2.469970999999987],why google’s quantum supremacy milestone matters,,,,,,,
2019-10-31,0,[8.320067999999992],[-13.609985000000052],[14.550048999999944],[14.09997599999997],[0.08996600000000399],[16.77001999999993],[-5.049927000000025],[-6.109985999999935],[-7.969970999999987],[2.1398920000001453],google wants safeguards for information in antitrust fight,,,,,,,
2019-11-01,1,[-1.1700439999999617],[8.320067999999992],[-13.609985000000052],[14.550048999999944],[14.09997599999997],[0.08996600000000399],[16.77001999999993],[-5.049927000000025],[-6.109985999999935],[-7.969970999999987],google to buy fitbit for $2.1 billion,,,,,,,
2019-11-04,1,[8.739990000000034],[-1.1700439999999617],[8.320067999999992],[-13.609985000000052],[14.550048999999944],[14.09997599999997],[0.08996600000000399],[16.77001999999993],[-5.049927000000025],[-6.109985999999935],"with a laser, researchers say they can hack alexa, google home or siri",,,,,,,
2019-11-05,0,[14.920043999999962],[8.739990000000034],[-1.1700439999999617],[8.320067999999992],[-13.609985000000052],[14.550048999999944],[14.09997599999997],[0.08996600000000399],[16.77001999999993],[-5.049927000000025],,,,,,,,
2019-11-06,1,[-0.8599859999999353],[14.920043999999962],[8.739990000000034],[-1.1700439999999617],[8.320067999999992],[-13.609985000000052],[14.550048999999944],[14.09997599999997],[0.08996600000000399],[16.77001999999993],,,,,,,,
2019-11-07,1,[2.3400879999999233],[-0.8599859999999353],[14.920043999999962],[8.739990000000034],[-1.1700439999999617],[8.320067999999992],[-13.609985000000052],[14.550048999999944],[14.09997599999997],[0.08996600000000399],,,,,,,,
2019-11-08,1,[14.579956000000038],[2.3400879999999233],[-0.8599859999999353],[14.920043999999962],[8.739990000000034],[-1.1700439999999617],[8.320067999999992],[-13.609985000000052],[14.550048999999944],[14.09997599999997],,,,,,,,
2019-11-11,0,[6.089966000000004],[14.579956000000038],[2.3400879999999233],[-0.8599859999999353],[14.920043999999962],[8.739990000000034],[-1.1700439999999617],[8.320067999999992],[-13.609985000000052],[14.550048999999944],artificial intelligence is too important to leave to google and facebook alone,,,,,,,
2019-11-12,0,[-3.9901129999998375],[6.089966000000004],[14.579956000000038],[2.3400879999999233],[-0.8599859999999353],[14.920043999999962],[8.739990000000034],[-1.1700439999999617],[8.320067999999992],[-13.609985000000052],google to store and analyze millions of health records,,,,,,,
